text,label,processed
We had a minha for like a day :(,0,We had a minha for like a day ||N||
being told im gorgeous on my extremely sweaty walk into work has made my day :),1,being told im gorgeous on my extremely sweaty walk into work has made my day ||P||
@derekklahn You cant hold another week? September 21st. :-((,0,||T|| You cant hold another week? September 21st. ||N|| (
@ITS_ImJinAh91 taken :(,0,||T|| taken ||N||
TGIF! :))))) &lt;3,1,TGIF! ||P|| ))) &lt;3
@zoullgab Frozen bagus emang? :(,0,||T|| Frozen bagus emang? ||N||
@proflayla least not lease. Just posted without looking back for what I have written. In hurry to finish my lunch :(,0,||T|| least NOT lease. Just posted without looking back for what I have written. In hurry to finish my lunch ||N||
@sweettoothmarti Thanks :),1,||T|| Thanks ||P||
@KristiWhitetx So sweet. :),1,||T|| So sweet. ||P||
@DAlmendary @mimoha22 @iamsrk @AsmaMnh16 @DoaaAhmed001 good morning :-) http://t.co/PTI3r1rLDg,1,||T|| ||T|| ||T|| ||T|| ||T|| good morning ||P|| ||U||
@Vicionius Boah! :(,0,||T|| Boah! ||N||
@VikkFollows #StarSquad ⭐ Can I please get a follow? :),1,||T|| #StarSquad ⭐ Can I please get a follow? ||P||
making Alyssa rub my tummy :))),1,making Alyssa rub my tummy ||P|| ))
did I missed apink performance? :(,0,did I missed apink performance? ||N||
Happy and wonderful birthday my love 💟 Have the most beautiful day in the world :),1,Happy and wonderful birthday my love 💟 Have the most beautiful day in the world ||P||
@LeanneHirst @3Yorkshireteers oh and our conversation was going so well :-(,0,||T|| ||T|| oh and our conversation was going so well ||N||
wow! :) Plus size model graces the cover of a women's running magazine http://t.co/dq91NI2rZY via @mashable http://t.co/fviD4vlDhq,1,wow! ||P|| Plus size model graces the cover of a women's running magazine ||U|| via ||T|| ||U||
Awesome @metrotrains driver on the 6:01 Lilydale from FSS.  Give that man a raise :-) #magicalmysterytour,1,Awesome ||T|| driver on the 6:01 Lilydale from FSS. Give that man a raise ||P|| #magicalmysterytour
@_Floydian Happy Eid Mubarak brotheeeeerrrr :D,1,||T|| Happy Eid Mubarak brotheeerrr ||ExP||
@princess_sair I'm not being mean :( your my sazballs ❤,0,||T|| I'm NOT being mean ||N|| your my sazballs ❤
@sarahhardman8 I hope so :(,0,||T|| I hope so ||N||
@GrahamTownsend More like an Ewok in my case :D @MiamiTrue,1,||T|| More like an Ewok in my case ||ExP|| ||T||
"@biobio1993 :( aah, maybe they're just the type who blocks people easily? at least it's nothing personal then, but yeah, it still sucks....",0,"||T|| ||N|| aah, maybe they're just the type who blocks people easily? at least it's nothing personal then, but yeah, it still sucks..."
"@VMolapisi problem is, you want to do what's not suppose to happen on a Friday. FRIDAY will always win. TGIF! :)",1,"||T|| problem is, you want to do what's NOT suppose to happen on a Friday. FRIDAY will always win. TGIF! ||P||"
@JRF7F RUINED &gt;:(,0,||T|| RUINED &gt; ||N||
"@sculptorfred Ha! I thought I had, so made sure I did! :)",1,"||T|| Ha! I thought I had, so made sure I did! ||P||"
@Geordnet hehe cool :),1,||T|| hehe cool ||P||
@dayordonez_ I'll save you some :),1,||T|| I'll save you some ||P||
I miss Beks' original body since episode 13 :(,0,I miss Beks' original body since episode 13 ||N||
"Aaaahhh man, this track is a traffic stress reliever. :)",1,"Aaaahhh man, this track is a traffic stress reliever. ||P||"
@EmilyBett Happy Happy Birthday Emily! :D,1,||T|| Happy Happy Birthday Emily! ||ExP||
Again not feeling well :(,0,Again NOT feeling well ||N||
camillus pleaseee? :),1,camillus pleaseee? ||P||
Leave me alone :(,0,Leave me alone ||N||
@wotjustin UR ACTUALLY WATCHING (but is it for me smh #what #a #bff #yes #hashtags #bc #u #love #me jk omfg im so hyper :-( ),0,||T|| UR ACTUALLY WATCHING (but is it for me smh #what #a #bff #yes #hashtags #bc #u #love #me jk omfg im so hyper ||N|| )
@jakeblackah what ya gotta be like that for :( crapple!  @wigdogg agrees. Android FTW #phandroid,0,||T|| what ya gotta be like that for ||N|| crapple! ||T|| agrees. Android FTW #phandroid
"@RCDeportivo hello, any info about possible interest in Jonathas ?? He is close to join Betis :(",0,"||T|| hello, any info about possible interest in Jonathas ?? He is close to join Betis ||N||"
Vidcon :(((((((((,0,Vidcon ||N|| (((
@nextofficial my instore card expired in June &amp; I havent been sent a new one :(,0,||T|| my instore card expired in June &amp; I havent been sent a new one ||N||
"@altontowers The Smi.... oh wait... :(

Just kidding, Nemesis still rules!",0,"||T|| The Smi... oh wait... ||N|| Just kidding, Nemesis still rules!"
my nose is bruised a lil :( :(,0,my nose is bruised a lil ||N|| ||N||
#ShareTheLove @oymgroup @musicartisthere for being top HighValue members this week :) @nataliavas http://t.co/IWSDMtcayt,1,#ShareTheLove ||T|| ||T|| for being top HighValue members this week ||P|| ||T|| ||U||
"Thanks for your recommendation, Shiva :). We are very happy ^_^

Music MP3 Mobile Apps:
http://t.co/PnohLXn4vv http://t.co/InI8rcaptP",1,"Thanks for your recommendation, Shiva ||P|| . We are very happy ^_^ Music MP3 Mobile Apps: ||U|| ||U||"
@jusxhemmo morning :),1,||T|| morning ||P||
#TombRaider #hype thought you might like this @MelonieMac :D http://t.co/aXxprx1PRz,1,#TombRaider #hype thought you might like this ||T|| ||ExP|| ||U||
@OzzyOsbourne @Slash I first saw GnR opening for Alice Cooper before they were famous. We partied backstage; no Alice r Slash. :(,0,||T|| ||T|| I first saw GnR opening for Alice Cooper before they were famous. We partied backstage; NOT Alice r Slash. ||N||
Can't date someone white. sorry. Yo grandpa prolly wanna burn me. :),1,NOT date someone white. sorry. Yo grandpa prolly wanna burn me. ||P||
"why?:(""@tahuodyy: sialan:( https://t.co/Hv1i0xcrL2""",0,"why? ||N|| ""||T||: sialan ||N|| ||U||"
"I'm telling you :( I will in shaa Allah ""@waxxa_official: @Fatumoriginal na by force? Change phone mana 😒""",0,"I'm telling you ||N|| I will in shaa Allah ""||T||: ||T|| na by force? Change phone mana 😒"""
@JacinthTran twitter said :((( but u followed me 💕💕💕💕,0,||T|| twitter said ||N|| (( but u followed me 💕💕💕
omg I miss this :-(((((( http://t.co/4uSs5hbOQn,0,omg I miss this ||N|| ((( ||U||
@DefianceGame Poor bastard :(,0,||T|| Poor bastard ||N||
Poorly once again :( bed and Netflix today 🍵☕️,0,Poorly once again ||N|| bed and Netflix today 🍵☕️
@omggminho LOL 4-5 DAYS YES KASLKDJA IT WAS MY FINALS WEEK :-(,0,||T|| LOL 4-5 DAYS YES KASLKDJA IT WAS MY FINALS WEEK ||N||
@GhalibMK Not sure. Just need to firm stuff up in my diary but will let you know. Potentially August :),1,||T|| NOT sure. Just need to firm stuff up in my diary but will let you know. Potentially August ||P||
wow luxord looks really amazing here in his new kingdom hearts 3 promo art !! :) http://t.co/FFJU1rlJpC,1,wow luxord looks really amazing here in his new kingdom hearts 3 promo art !! ||P|| ||U||
"@WforWoman #WSaleLove
A4. bro @raj50boy i want this amazing kurta for rakhi :) http://t.co/tKYf8HnuuO",1,||T|| #WSaleLove A4. bro ||T|| i want this amazing kurta for rakhi ||P|| ||U||
I'm more active on @waTAOwat and I'm near to making this account private so... :D,1,I'm more active on ||T|| and I'm near to making this account private so... ||ExP||
it's been a month tomorrow since luke followed me :(,0,it's been a month tomorrow since luke followed me ||N||
"♛♛♛
》》》》 
I LOVE YOU SO MUCH.
I BELİEVE THAT HE WİLL FOLLOW.
PLEASE FOLLOW ME PLEASE JUSTİN @justinbieber :( x15.328
》》》》ＳＥＥ ＭＥ
♛♛♛",0,♛♛♛ 》》》 I LOVE YOU SO MUCH. I BELİEVE THAT HE WİLL FOLLOW. PLEASE FOLLOW ME PLEASE JUSTİN ||T|| ||N|| x15.328 》》》ＳＥＥ ＭＥ ♛♛♛
Need special medicine for our son's kidneys but we can't afford it because we bought printer ink last week :(,0,Need special medicine for our son's kidneys but we NOT afford it because we bought printer ink last week ||N||
"@iAhmedMallick @LightAgayi 
Aur ap bhi is me shamil ho :(",0,||T|| ||T|| Aur ap bhi is me shamil ho ||N||
wwoooo late nite drawings everyone come watch :) https://t.co/iWTWzRFrKt,1,wwooo late nite drawings everyone come watch ||P|| ||U||
@clivewalker near enough to Dartmoor :),1,||T|| near enough to Dartmoor ||P||
Kendall and Kylie are killing me on Kylie's snapchat :(((((,0,Kendall and Kylie are killing me on Kylie's snapchat ||N|| (((
@KikiG4733 lol omg duh. Well go win some money :),1,||T|| lol omg duh. Well go win some money ||P||
@Parulcoolthougs I'm here if you want to talk :),1,||T|| I'm here if you want to talk ||P||
I miss my baby :-(,0,I miss my baby ||N||
@jjjaneell yes we should :(,0,||T|| yes we should ||N||
@hansolotto with SCoups^^ they are for 17 like jren is for nuest!:D,1,||T|| with SCoups^^ they are for 17 like jren is for nuest! ||ExP||
@abigailjacinthe hi ate :( i know she loves you so much but maybe she's having a hard time right now.,0,||T|| hi ate ||N|| i know she loves you so much but maybe she's having a hard time right now.
http://t.co/0rjSClzGhR thanks for following!! Enjoy my tweets! :) lets be friends! Beverly Martin  1277 1093,1,||U|| thanks for following!! Enjoy my tweets! ||P|| lets be friends! Beverly Martin 1277 1093
@nakamuramartin @DamienMcFerran @Kosmikat That makes two of us then! :D,1,||T|| ||T|| ||T|| That makes two of us then! ||ExP||
#torrentialrain today :-(,0,#torrentialrain today ||N||
English weather needs to fix up :((,0,English weather needs to fix up ||N|| (
"@theresaninkspot :( Well, the cookies better be worth it",0,"||T|| ||N|| Well, the cookies better be worth it"
i have a feeling that infinite won't win today :(,0,i have a feeling that infinite NOT win today ||N||
how could i correct a badlife? :( — feeling frustrated,0,how could i correct a badlife? ||N|| — feeling frustrated
@fwmkian Happy Birthday Gorgeous Hopefully i'll see you at the fair :),1,||T|| Happy Birthday Gorgeous Hopefully i'll see you at the fair ||P||
@lazycrazygen Thank you Gen! Miss you! :D,1,||T|| Thank you Gen! Miss you! ||ExP||
"@samm_amberr Then there will be a few ""Wtf this never happened?!!"" moments that you may or may not like. But there's a surprise thrown in :D",1,"||T|| Then there will be a few ""Wtf this NOT happened?!!"" moments that you may or may NOT like. But there's a surprise thrown in ||ExP||"
@YseIcedTey heyy i miss you :(,0,||T|| heyy i miss you ||N||
I'm not a very bright man. :(,0,I'm NOT a very bright man. ||N||
"@AtushaAvarus..Yes, we all do sometimes. It will pass :)",1,"||T||..Yes, we all do sometimes. It will pass ||P||"
"@cutelikejdb FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",0,"||T|| FOLLOWED ME THANKS, AND ||T|| PLEASE FOLLOWED ME TOO ||N||"
Hi alex : heswifi Do you want to get FREE iPhone 6? Hurry check my bi0. Thx :) https://t.co/UaAjJIsNLk,1,Hi alex : heswifi Do you want to get FREE iPhone 6? Hurry check my bi0. Thx ||P|| ||U||
"I met a new kinds of people, new classmate, new set of friends,Everything was new for me. But I dont find my BESTFRIEND.  :(",0,"I met a new kinds of people, new classmate, new set of friends,Everything was new for me. But I dont find my BESTFRIEND. ||N||"
"praying for you , KHAMIS ... :( ... https://t.co/2Qg4dhxaGg #Kadhafi",0,"praying for you , KHAMIS ... ||N|| ... ||U|| #Kadhafi"
"@camss59 FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",0,"||T|| FOLLOWED ME THANKS, AND ||T|| PLEASE FOLLOWED ME TOO ||N||"
"Ugh, well I could still say that I'm lucky because I am Sapiosexual. :((((",0,"Ugh, well I could still say that I'm lucky because I am Sapiosexual. ||N|| ((("
"@abhic4ever Terrible, just terrible. :(",0,"||T|| Terrible, just terrible. ||N||"
when u really wanna watch daredevil but there are no more episodes of daredevil to watch so u despondently re-watch old eps :)):))):))),1,when u really wanna watch daredevil but there are NOT more episodes of daredevil to watch so u despondently re-watch old eps ||P|| ) ||P|| )) ||P|| ))
Come home to an empty house and no ape :(,0,Come home to an empty house and NOT ape ||N||
Last day at work! This time for real :D No more summer jobs! But school starts in three weeks :/ #mysummer #happy,1,Last day at work! This time for real ||ExP|| NOT more summer jobs! But school starts in three weeks :/ #mysummer #happy
VIDCON :((,0,VIDCON ||N|| (
We r with u :-) http://t.co/mFIfaWQj3H,1,We r with u ||P|| ||U||
CHEM LT WAS NOT NICE :(((,0,CHEM LT WAS NOT NICE ||N|| ((
@robinpatrickm why won't he talk to me :(,0,||T|| why NOT he talk to me ||N||
And I'm moving next week :( https://t.co/zEITfrs8kB,0,And I'm moving next week ||N|| ||U||
@fawadchaudhry May ALLAH save us from Pakistan`s Juudiciary :(,0,||T|| May ALLAH save us from Pakistan`s Juudiciary ||N||
@carmelaaacuenco Just kidding . I'm 20 :),1,||T|| Just kidding . I'm 20 ||P||
I cannot even sleep right now :(,0,I NOT even sleep right now ||N||
I'm working next Saturday and im well gutted because I wanted to go to pride :(:(,0,I'm working next Saturday and im well gutted because I wanted to go to pride ||N|| ||N||
@OliviaKaparang @BTS_twt for the fansign and take photo is more expensive :(,0,||T|| ||T|| for the fansign and take photo is more expensive ||N||
"@xbiebsft5sos FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",0,"||T|| FOLLOWED ME THANKS, AND ||T|| PLEASE FOLLOWED ME TOO ||N||"
I wish my Parents would live forever. :(,0,I wish my Parents would live forever. ||N||
@KayOh_Official finally 10-20 people came to know about me changing my @ :D,1,||T|| finally 10-20 people came to know about me changing my @ ||ExP||
@MiaCousins ah thanks babes #notgonnabeactivefor2weeksdontmissittoomuch :(,0,||T|| ah thanks babes #notgonnabeactivefor2weeksdontmissittoomuch ||N||
Test :),1,Test ||P||
@MariaMoreroa #happy friday whn is u birthday all u younger sisters :D:)),1,||T|| #happy friday whn is u birthday all u younger sisters ||ExP|| ||P|| )
@CrabbyCrabsBB Windows 7 here :(,0,||T|| Windows 7 here ||N||
"Hello this is not Imitatia oe Michelle, leave a mention :) #bot",1,"Hello this is NOT Imitatia oe Michelle, leave a mention ||P|| #bot"
@nicagaray thank you Nic!!!!!!!!! :)) hang soon sa taft ahh!!,1,||T|| thank you Nic!!! ||P|| ) hang soon sa taft ahh!!
"I do not know. I'm sorry !!
:( https://t.co/3dQB9Pt3UY",0,I do NOT know. I'm sorry !! ||N|| ||U||
@wontanim yep we're all trash af   im from indonesia hbu? :-)),1,||T|| yep we're all trash af im from indonesia hbu? ||P|| )
Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/6mQQlYgjs6.,1,Stats for the day have arrived. 1 new follower and NOT unfollowers ||P|| via ||U||
I just ate a whole pizza :( idk how to feel about that,0,I just ate a whole pizza ||N|| idk how to feel about that
"@MaxivisionEye WOWWWW, Thanks a lot team :) ❤💙💚💕❤💙💚💕  ❤💙💚💕❤💙💚💕",1,"||T|| WOWWW, Thanks a lot team ||P|| ❤💙💚💕❤💙💚💕 ❤💙💚💕❤💙💚💕"
yeah they're giving me subtle hints. also tip #2: don't use it all and the community these last few years. :-) Prim’s Algorithm III,1,yeah they're giving me subtle hints. also tip #2: don't use it all and the community these last few years. ||P|| Prim’s Algorithm III
""" I dont want anything happen to my bae :( """,0,""" I dont want anything happen to my bae ||N|| """
"#ouch slip disc is sore today
bring on thw swimming and chutes :)",1,#ouch slip disc is sore today bring on thw swimming and chutes ||P||
#GiveItUp We have already given up our gas subsidy long back when this initiative was proposed.. Feeling so delighted having done that!! :),1,#GiveItUp We have already given up our gas subsidy long back when this initiative was proposed.. Feeling so delighted having done that!! ||P||
Every year in August I get fever :p dunno why 😷,1,Every year in August I get fever :p dunno why 😷
"@LukeDAnello Hah, given Hawk fans are saying they are the greatest side in history along with their team of the 80s, talkback will be fun :D",1,"||T|| Hah, given Hawk fans are saying they are the greatest side in history along with their team of the 80s, talkback will be fun ||ExP||"
@SquadKathNiels @bernardokath gO kathryn! I will never let you down. :),1,||T|| ||T|| gO kathryn! I will NOT let you down. ||P||
I'm so sorry about my spam guys :( http://t.co/zpLPgKesOH,0,I'm so sorry about my spam guys ||N|| ||U||
"@zakky12345 @kajen_bhavya Imagine News aayegi K is doing 3 Timming wiw Bips, Zareen &amp; Daisy.. B'coz 2 timming normal karte hai.. :p",1,"||T|| ||T|| Imagine News aayegi K is doing 3 Timming wiw Bips, Zareen &amp; Daisy.. B'coz 2 timming normal karte hai.. :p"
Thanks for trade :) @palvinssquad http://t.co/YKYRmXklHU,1,Thanks for trade ||P|| ||T|| ||U||
@davidc79 thx! And Android support in by Xmas :),1,||T|| thx! And Android support in by Xmas ||P||
@tudipa Sorry that manage files on external SD card via AirDroid is not supported now (Android 4.4+) :( Google has restricted that.,0,||T|| Sorry that manage files on external SD card via AirDroid is NOT supported now (Android 4.4+) ||N|| Google has restricted that.
i'm so tired :(,0,i'm so tired ||N||
@LLcoolGinge turns out I can't handle critiques...that's on my mind now :),1,||T|| turns out I NOT handle critiques...that's on my mind now ||P||
"Oh, the beauty of the world under water :)

http://t.co/JruoM8s53X",1,"Oh, the beauty of the world under water ||P|| ||U||"
Party goodbye stage :( but this means Hello to Lion Heart and You Think,0,Party goodbye stage ||N|| but this means Hello to Lion Heart and You Think
@ImJustKindle I'll just be sitting over here with an android phone like :),1,||T|| I'll just be sitting over here with an android phone like ||P||
@YM_Dish98 doushite :( ?,0,||T|| doushite ||N|| ?
"I've been going to sleep like at 5am everday :(
It would be cool if other people like me would hangout at this time!",0,I've been going to sleep like at 5am everday ||N|| It would be cool if other people like me would hangout at this time!
"@OMFGitsGEENA nope nope, it's better to keep quiet :)",1,"||T|| nope nope, it's better to keep quiet ||P||"
@Vivienneclore That is so cute :-) 🐶,1,||T|| That is so cute ||P|| 🐶
pretty hairs :(,0,pretty hairs ||N||
@amy14_x @AstonMerrygold will do :D it's mainly my mother who wants it right now haha the others can wait they said 😂 x,1,||T|| ||T|| will do ||ExP|| it's mainly my mother who wants it right now haha the others can wait they said 😂 x
@jackjonestv I was 121st in yesterday's Rt for a follow and dm. I got neither :(,0,||T|| I was 121st in yesterday's Rt for a follow and dm. I got neither ||N||
"arummzz: Let's go... I'll drive for you :p

#traveling #traveler #yogyakarta #jeep #Indonesia #instamood… https://t.co/228BgrLFuV",1,arummzz: Let's go... I'll drive for you :p #traveling #traveler #yogyakarta #jeep #Indonesia #instamood… ||U||
"its trending.. follow the bobble link. :)
 https://t.co/HZxoiRe88H",1,its trending.. follow the bobble link. ||P|| ||U||
@_payneourdaddy I miss them :(,0,||T|| I miss them ||N||
"Friday mood :) 

(Source: The Ellen Degeneres Show) http://t.co/jAQsiwxxKd",1,Friday mood ||P|| (Source: The Ellen Degeneres Show) ||U||
@itsRebeccaRayne :D ty bby!,1,||T|| ||ExP|| ty bby!
@PeterRaab Good going Peter ! Keep it up :),1,||T|| Good going Peter ! Keep it up ||P||
Jahat :(,0,Jahat ||N||
@WforWoman 5. Over 20 W kurtas! And my Mom has about half the number I have :D #WSaleLove,1,||T|| 5. Over 20 W kurtas! And my Mom has about half the number I have ||ExP|| #WSaleLove
@jiaaani for u :((((((((((( http://t.co/b3qkLaFJx4,0,||T|| for u ||N|| ((( ||U||
@limonyeozaman ishal mi :(,0,||T|| ishal mi ||N||
"I totally ship #danzell, I'm crafting that I can't go to vidcon, I would sell my soul to the devil to just get a hug from Dan and Phil. :(",0,"I totally ship #danzell, I'm crafting that I NOT go to vidcon, I would sell my soul to the devil to just get a hug from Dan and Phil. ||N||"
@wishm4ster it says my bday :))))),1,||T|| it says my bday ||P|| )))
So Im going to sleep Goodnight :),1,So Im going to sleep Goodnight ||P||
"And that's how my 360hrs of ""summer"" ends..... HUHUHU I WILL MISS PICC A LOT :(((((",0,"And that's how my 360hrs of ""summer"" ends... HUHUHU I WILL MISS PICC A LOT ||N|| ((("
@elementaladam This looks amazing! (think I saw them at meadowhall the other day actually) unfortunately its a weekend so I'll be at work :(,0,||T|| This looks amazing! (think I saw them at meadowhall the other day actually) unfortunately its a weekend so I'll be at work ||N||
@holybatgirl I direct your attention to ... AWESOME-O! :),1,||T|| I direct your attention to ... AWESOME-O! ||P||
@Mars_Sum41 noooo :( goodbye fun driving,0,||T|| nooo ||N|| goodbye fun driving
"@DonnaMatton working it out, keep smiling :)",1,"||T|| working it out, keep smiling ||P||"
"I AM MAD, YUKI EGG. &gt;:( SEE IM MAD &gt;:( &gt;:( https://t.co/h7JKvKGOa5",0,"I AM MAD, YUKI EGG. &gt; ||N|| SEE IM MAD &gt; ||N|| &gt; ||N|| ||U||"
wifi is fast af at my school even faster than at home :((,0,wifi is fast af at my school even faster than at home ||N|| (
Adolf Hitler ...obstacles do not exist to be surrendered to but only to be broken. :-),1,Adolf Hitler ...obstacles do NOT exist to be surrendered to but only to be broken. ||P||
Listening to Rick Ross feeling like i am balling knowing damn well my wallet is hella empty. :(,0,Listening to Rick Ross feeling like i am balling knowing damn well my wallet is hella empty. ||N||
@thestylebox Huxley looks so cool with his basket. Good choice of favourite shop too. :) Ben.,1,||T|| Huxley looks so cool with his basket. Good choice of favourite shop too. ||P|| Ben.
Meet Steven @ the only kid who listens to me :( https://t.co/WL0Dtzg3J1,0,Meet Steven @ the only kid who listens to me ||N|| ||U||
@autuumnnn_ @Rissa_123456789 I need mine done goys :(,0,||T|| ||T|| I need mine done goys ||N||
@Cupacoco @CBBCTV @CBBCNews Interview with the Newsround News Hounds at 7:40 today :),1,||T|| ||T|| ||T|| Interview with the Newsround News Hounds at 7:40 today ||P||
@Rodarosexx sure babe :),1,||T|| sure babe ||P||
"@JodanasandyXx 
No...not in your face enough for that...just couldn't face him in the flesh. Know its daft..but couldn't cope with it! :-(",0,||T|| No...not in your face enough for that...just couldn't face him in the flesh. Know its daft..but couldn't cope with it! ||N||
"@Lucybanjifede FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",0,"||T|| FOLLOWED ME THANKS, AND ||T|| PLEASE FOLLOWED ME TOO ||N||"
Should i deactivate my acc? :( #OTWOLGrandTrailer,0,Should i deactivate my acc? ||N|| #OTWOLGrandTrailer
Where is this new Frank Ocean album :( :( :(,0,Where is this new Frank Ocean album ||N|| ||N|| ||N||
"chill at SMU oval :D
'Coz I am a of basketball player now. Whahahaha!
 #SOAmazing https://t.co/Y3sDCZ6RMk",1,chill at SMU oval ||ExP|| 'Coz I am a of basketball player now. Whahahaha! #SOAmazing ||U||
"@dennislami @Dicle_Aygur, yeah exactly :)",1,"||T|| ||T||, yeah exactly ||P||"
@staybubbly69 as Matt would say. WELCOME TO ADULTHOOD.... :) http://t.co/zHQy0iyaCP,1,||T|| as Matt would say. WELCOME TO ADULTHOOD... ||P|| ||U||
"Sad bc I had a dream that all the boys rtd me, Louis &amp; harry followed me but then I woke up &amp; it wasn't true. :(",0,"Sad bc I had a dream that all the boys rtd me, Louis &amp; harry followed me but then I woke up &amp; it NOT true. ||N||"
"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x46",1,Hi BAM ! ||T|| Can you follow my bestfriend ||T|| ? She loves you a lot ||P|| See you in Warsaw &lt;3 Love you &lt;3 x46
"@SoLmaoPics Welcome to @123GreetingsCom Family..:)
Sending some laughter &amp; giggles your way http://t.co/YlTyDAhAtJ 😃 http://t.co/7huIeBsvZK",1,||T|| Welcome to ||T|| Family.. ||P|| Sending some laughter &amp; giggles your way ||U|| 😃 ||U||
@thenomimo Sorry for the delay Naomi :(,0,||T|| Sorry for the delay Naomi ||N||
he looks so tired i hope he gets some rest :( http://t.co/jaASB4KjE1,0,he looks so tired i hope he gets some rest ||N|| ||U||
@SexyVixen75_ @ED_DURANCE aww sweetie :( Erica is very busy she cant reply to everyone ❤ try not to worry.,0,||T|| ||T|| aww sweetie ||N|| Erica is very busy she cant reply to everyone ❤ try NOT to worry.
it was nice seeing @goehringlet today at vidcon :),1,it was nice seeing ||T|| today at vidcon ||P||
I got no sleep :(,0,I got NOT sleep ||N||
@RosaldoFederico Visit my blog http://t.co/UzOAqroWKx thanks :D,1,||T|| Visit my blog ||U|| thanks ||ExP||
"Nirame ya geng :( (with fikri, Anna, and 6 others at Tirtagangga Hotel) — https://t.co/46fL7vHiL3",0,"Nirame ya geng ||N|| (with fikri, Anna, and 6 others at Tirtagangga Hotel) — ||U||"
@JoshTheFiend but I am a virgin. :(,0,||T|| but I am a virgin. ||N||
since no ones up &amp; I'm bored :) add me http://t.co/mzrlwm2WuT,1,since NOT ones up &amp; I'm bored ||P|| add me ||U||
Alive and got to spend more time with Harry and got to tell him stories about James :(( I'm really sad :(((,0,Alive and got to spend more time with Harry and got to tell him stories about James ||N|| ( I'm really sad ||N|| ((
"@scottybev I'm not surprised, that sounds hellish! Why would you do such a thing? :(",0,"||T|| I'm NOT surprised, that sounds hellish! Why would you do such a thing? ||N||"
"@Thaque883 nothing much, he just needs to grow up :)",1,"||T|| nothing much, he just needs to grow up ||P||"
@sennicka don't over engineer it. :),1,||T|| don't over engineer it. ||P||
@tomfooled @ReadingLibDems Great! I've got a lot to learn so I'll have lots of questions for you :D,1,||T|| ||T|| Great! I've got a lot to learn so I'll have lots of questions for you ||ExP||
So Taissa Farmiga and Emma Roberts aren't in this season of AHS ? :(,0,So Taissa Farmiga and Emma Roberts aren't in this season of AHS ? ||N||
@zoeeylim sad sad sad kid :( it's ok I help you watch the match HAHAHAHAHA,0,||T|| sad sad sad kid ||N|| it's ok I help you watch the match HAHAHAHAHA
@nekonyoung no problemmmmmmm :D,1,||T|| NOT problemmm ||ExP||
"♛♛♛
》》》》 
I LOVE YOU SO MUCH.
I BELİEVE THAT HE WİLL FOLLOW.
PLEASE FOLLOW ME PLEASE JUSTİN @justinbieber :( x15.346
》》》》ＳＥＥ ＭＥ
♛♛♛",0,♛♛♛ 》》》 I LOVE YOU SO MUCH. I BELİEVE THAT HE WİLL FOLLOW. PLEASE FOLLOW ME PLEASE JUSTİN ||T|| ||N|| x15.346 》》》ＳＥＥ ＭＥ ♛♛♛
Bosen :(,0,Bosen ||N||
@hanna_meiners you welcome It was fun :),1,||T|| you welcome It was fun ||P||
"@littlejules14 Hi Julie, I'm sorry you feel this way :( Whats happened? ^Laura",0,"||T|| Hi Julie, I'm sorry you feel this way ||N|| Whats happened? ^Laura"
People are looking at me funny because I'm drinking savanna with a straw :(,0,People are looking at me funny because I'm drinking savanna with a straw ||N||
@Cat_grl @uberlinco guess they'll be showing in german and also with subtitles :),1,||T|| ||T|| guess they'll be showing in german and also with subtitles ||P||
"Ah ma guy. You know the thing. ""@ceafive: the weather is set for more sleep but responsibilities. :-(""",0,"Ah ma guy. You know the thing. ""||T||: the weather is set for more sleep but responsibilities. ||N|| """
2weeks before our exam :(,0,2weeks before our exam ||N||
@tylergposey come to Australia! we love you Posey :),1,||T|| come to Australia! we love you Posey ||P||
@Cour98_x I feel your heart brake :( no tea in the mornings makes me grumpy for the rest of the day hahaha!x,0,||T|| I feel your heart brake ||N|| NOT tea in the mornings makes me grumpy for the rest of the day hahaha!x
Check out Email Marketing 24/7:  http://t.co/O5fjR7oEqk you won't regret if you buy it :),1,Check out Email Marketing 24/7: ||U|| you NOT regret if you buy it ||P||
@AlexBarnes96 give me your Skype name my FaceTime doesn't work :(,0,||T|| give me your Skype name my FaceTime NOT work ||N||
"Oh damn,it's true :( ""@dailyteenwords: That moment you realize that holiday is almost over and you've done nothing.""",0,"Oh damn,it's true ||N|| ""||T||: That moment you realize that holiday is almost over and you've done nothing."""
@JagexAlfred the green one is ugly :( the others are awesome tho,0,||T|| the green one is ugly ||N|| the others are awesome tho
Oooooouch!!! My poor pinky toe 👣 Good thing I work for Podiatrists. Just waiting until morning so I can go in. Hurry and be morning :(,0,Oooouch!!! My poor pinky toe 👣 Good thing I work for Podiatrists. Just waiting until morning so I can go in. Hurry and be morning ||N||
